"Schema","Table","Column.name","Data.type","Description"
"as_core","users","dtmodified","datetime","This is the datetime when the user is last modified."
"as_core","users_blocks","pk1","id","This is the surrogate primary key for the table."
"as_core","users_blocks","blocked_pk1","id","the user being blocked"
"as_core","users_blocks","users_pk1","id","the user blocking others"
"as_core","users_constraints","data_src_pk1","id","This is a foreign key referencing the primary key of the [AS_CORE].data_source table."
"as_core","users_constraints","row_status","numeric(1,0)","Row status: 0=enabled, 1=undefined, 2=disabled."
"as_core","users_constraints","user_id","nvarchar(50)","User id, like: administrator, guest, integration, root_admin."
"as_core","users_constraints","pk1","id","This is the surrogate primary key for the table."
"as_core","virtual_hosts","portal_options_banner_name","nvarchar(255)","The alt text for the banner image"
"as_core","virtual_hosts","portal_options_banner_src","varchar(255)","URL For the image to display in the top iframe"
"as_core","virtual_hosts","portal_options_smbanner_src","varchar(255)","URL for alternative image to display"
"as_core","virtual_hosts","default_ind","char(1)",""
"as_core","virtual_hosts","dtmodified","datetime","This is the date and/or time at which this event modified."
"as_core","virtual_hosts","dtcreated","datetime","This is the date and/or time at which this event occurred."
"as_core","virtual_hosts","coursenameusage","varchar(2)",""
"as_core","virtual_hosts","institution_roles_pk1","id","This is institution_role reference ID."
"as_core","virtual_hosts","portal_row_height","numeric","The height of the top iframe in px"
"as_core","virtual_hosts","gateway_src","varchar(255)","This is gateway source."
"as_core","virtual_hosts","pk1","id","This is the surrogate primary key for the table."
"as_core","virtual_hosts","theme_pk1","id","This is foreign key to the theme.pk1. The 'not null' constraint is set during post-update"
"as_core","virtual_hosts","portal_options_banner_link","varchar(255)","Target URL when clicking on the banner image"
"as_core","virtual_hosts","homepage","varchar(255)","This is virtual host home page."
"as_core","virtual_hosts","reg_level_ind","char(1)","This is regular level indicator."
"as_core","virtual_hosts","portal_options_support_link","varchar(255)","The URL to go to when 'help' is chosen in the global nav menu if standard_support_link_ind is 'Y'"
"as_core","virtual_hosts","color_palette_pk1","id",""
"as_core","virtual_hosts","tab_alignment","varchar(20)","This is virtual host tab alignment: left, right..."
"as_core","virtual_hosts","row_status","numeric(1,0)","Row status: 0=enabled, 1=undefined, 2=disabled."
"as_core","virtual_hosts","standard_support_link_ind","char(1)","If N and support link is set then use support link. Otherwise use the standard help link"
"as_core","virtual_hosts","portal_options_icon_set","numeric","This is used to change the icons in the nav bar/images/console/icons/xxx_(this number).gif"
"as_core","virtual_hosts","name","nvarchar(255)","The name of the brand"
"as_core","virtual_hosts","short_name","nvarchar(20)","This column is not used."
"as_core","virtual_hosts","sos_id_pk2","id","This column is deprecated."
"as_core","virtual_hosts","courses_row_height","numeric",""
"as_core","virtual_hosts","vhost","nvarchar(255)","This is virtual host name."
"as_core","virtual_hosts","tab_display_style","varchar(20)","This is tab display style."
"as_core","virtual_hosts","portal_src","varchar(255)","Can be used to replace the top frame contents entirely (NOTE: no way to set this - not sure if this is a supported product feature as you lose all globalnav functionality if you do this)"
"as_core","virtual_hosts","page_title","nvarchar(250)","This is virtual host page title."
"as_core","work_ctx","dummy_col","char(1)","A dummy column."
"as_core","work_ctx","pk1","id","This is the surrogate primary key for the table."
"as_core","ws_client","program_id","nvarchar(128)",""
"as_core","ws_client","allow_reregister_ind","char(1)","This flag is set when the user initiates a re-register operation from the UI - it allows a single-time register operation to be done for this client even if the password is set (otherwise a register operation will fail if the password is set)"
"as_core","ws_client","description","ntext","For with-placement clients, this is the raw XML description of the proxy tool. For without-placement clients this is a freeform text description of the client application."
"as_core","ws_client","shared_secret","nvarchar(128)",""
"as_core","ws_client","available_ind","char(1)","Is this client allowed to access the system? Y=Yes,N=No. By default (ie. on initial creation), self-registered clients without placements and without a password are available=Y while those that register a password or placements are available=N"
"as_core","ws_client","vendor_id","nvarchar(128)",""
"as_core","ws_client","pk1","id","Unique identity"
"as_core","ws_onetime_passwords","password","nvarchar(64)","This is a clear-text password. As soon as it is used this row is deleted."
"as_core","ws_onetime_passwords","creation_time","datetime",""
"as_core","ws_onetime_passwords","pk1","id","Unique identity"
"as_core","ws_operations","auth_restriction_ind","char(1)","A=Any authenticated session may call this method; D=Use the default restriction for the webservice (ws_service.auth_restriction_ind); T=Only tool-authenticated sessions may call this method."
"as_core","ws_operations","enabled_ind","char(1)","Whether this operation can be used. Y=Yes, N=No"
"as_core","ws_operations","pk1","id","This is the surrogate primary key of the table"
"as_core","ws_operations","operation_name","nvarchar(128)","Name of the method exposed by the webservice"
"as_core","ws_operations","ws_service_pk1","id","This is a foreign key to the primary key of the ws_service table."
"as_core","ws_service","active_ind","char(1)","Is this Web Service available for use in any fashion? Y=Yes,N=No"
"as_core","ws_service","name","nvarchar(128)","The name of the webservice from the webservice manifest (bb-manifest.xml) name attribute"
"as_core","ws_service","pk1","id","Unique identity"
"as_core","ws_service","deleteable_ind","char(1)","Is the webservice deleteable? Y=Yes, N=No"
"as_core","ws_service","uploaded_ws_filename","nvarchar(128)","The name of the uploaded-3rd party webservice file"
"as_core","ws_service","dtcreated","datetime",""
"as_core","ws_service","discoverable_ind","char(1)","Discoverability flag. If Yes then the WSDL url is active, if No then the WSDL url is disabled"
"as_core","ws_service","log_level","char(1)","Log level for this Web Service. 0=Error,1=Warning,2=Information,3=Debug"
"as_core","ws_service","auth_restriction_ind","char(1)","A=Any authenticated session may use this webservice; T=Only tool-authenticated sessions may use this webservice"
"as_core","ws_service","logging_ind","char(1)","Logging style for this Web Service. 0=None, 1=To common logfile, 2=To per-webservice logfile"
"as_core","ws_sessions","session_id","nvarchar(32)","Maps to a file stored in content/vi/[VI]/ws_sessions which is where the raw session is stored"
"as_core","ws_sessions","last_modified","datetime",""
"as_core","ws_sessions","pk1","id","Unique identity"
"as_core","ws_sessions","expiry_time","datetime",""
"as_core","ws_tool_entitlements","usage","char(1)","How this entitlement is to be used. T=Tool-authenticated sessions; K=Ticket-authenticated sessions; U=User-authenticated sessions (this flag is not currently used in the application)"
"as_core","ws_tool_entitlements","plugins_pk1","id","FK to plugins. Can only be null if ws_client_pk1 is set."
"as_core","ws_tool_entitlements","ws_client_pk1","id","FK to ws_client. Can only be null if plugins_pk1 is set."
"as_core","ws_tool_entitlements","entitlement_uid","varchar(255)","FK to entitlement"
"as_core","ws_tool_entitlements","pk1","id","Unique identity"
"as_core","x_classifications","distance","int","This is the distance between classifications ancestor_pk1 and descendant_pk1."
"as_core","x_classifications","ancestor_pk1","id","This is the classifications ancestor pk1."
"as_core","x_classifications","descendant_pk1","id","This is the classifications descendant pk1."
"as_core","x_community_categories","descendant_pk1","id","This is a foreign key referencing the primary key of the community_categories table to indicate the descendant category."
"as_core","x_community_categories","ancestor_pk1","id","This is a foreign key referencing the primary key of the community_categories table to indicate the parent category."
"as_core","x_community_categories","distance","int","This is the distance of the descendant category from the top-level of all categories."
"as_core","x_files","distance","int","This is the distance of the descendant category from the top-level of all files."
"as_core","x_files","ancestor_pk1","id","This is a foreign key referencing the primary key of the files table to indicate the parent file."
"as_core","x_files","descendant_pk1","id","This is a foreign key referencing the primary key of the files table to indicate the descendant file."
"as_core","x_gateway_categories","ancestor_pk1","id","This is a foreign key referencing the primary key of the community_categories table to indicate the parent category."
"as_core","x_gateway_categories","descendant_pk1","id","This is a foreign key referencing the primary key of the community_categories table to indicate the descendant category."
"as_core","x_gateway_categories","distance","int","This is the distance of the descendant category from the top-level of all categories."
"as_core","x_staffinformation","distance","int","This is the distance of the descendant category from the top-level of all staffinformation."
"as_core","x_staffinformation","ancestor_pk1","id","This is a foreign key referencing the primary key of the staffinformation table to indicate the parent staffinformation."
"as_core","x_staffinformation","descendant_pk1","id","This is a foreign key referencing the primary key of the staffinformation table to indicate the descendant staffinformation."
"assessment","a_creation_setting","ansr_random_order_enabled","char(1)","This is the boolean flag (Y/N) that indicates if specify random ordering of answers option is enabled."
"assessment","a_creation_setting","qstn_use_source_points","char(1)","This is the boolean flag (Y/N) that indicates if use default points when finding and adding questions option is enabled."
"assessment","a_creation_setting","dflt_point_value_enabled","char(1)","This is the boolean flag (Y/N) that indicates if specify default points when creating questions option is enabled."
"assessment","a_creation_setting","ansr_att_enabled","char(1)","This is the boolean flag (Y/N) that indicates if add images, files and external links to answers option is enabled."
"assessment","a_creation_setting","qstn_extra_credit_enabled","char(1)","This is the boolean flag (Y/N) that indicates if provide option to assign questions as extra credit option is enabled."
"assessment","a_creation_setting","ansr_negative_points_enabled","char(1)","This is the boolean flag (Y/N) that indicates if negative-credit options are available when editing questions that support negative-credit."
"assessment","a_creation_setting","ansr_fdbk_enabled","char(1)","This is the boolean flag (Y/N) that indicates if feedback to individual answer option is enabled."
"assessment","a_creation_setting","qstn_metadata_enabled","char(1)","This is the boolean flag (Y/N) that indicates if add categories, topics, levels of difficulty, keywords and instructor notes to questions option is enabled."
"assessment","a_creation_setting","dflt_point_value","float","This is default point value that is set if dflt_point_value_enabled is set to Y."
"assessment","a_creation_setting","qti_asi_data_pk1","id","This is a Foreign Key referencing qti_asi_data table."
"assessment","a_creation_setting","ansr_number_options_enabled","char(1)","This is the boolean flag (Y/N) that indicates if specify numbering options for answers option is enabled."
"assessment","a_creation_setting","ansr_orientation_enabled","char(1)","This is the boolean flag (Y/N) that indicates if specify the horizontal or vertical display of answers option is enabled."
"assessment","a_creation_setting","ansr_partial_credit_enabled","char(1)","This is the boolean flag (Y/N) that indicates if specify partial credit options for answers option is enabled."
"assessment","a_creation_setting","pk1","id","This is the surrogate primary key for the table."
"assessment","a_creation_setting","qstn_att_enabled","char(1)","This is the boolean flag (Y/N) that indicates if add images, files and external links to questions option is enabled."
"assessment","course_assessment","attempt_count","int","This is the number of attempts allowed when multiple_attempts_ind is set to Y."
"assessment","course_assessment","force_completion_ind","char(1)","This boolean flag (Y/N) indicates if the assessment must be completed the first time it is launched."
"assessment","course_assessment","show_feedback_ind","char(1)","This column is deprecated and only used for legacy data.  It has been replaced by the 'feedback_settings' column.  This boolean flag (Y/N) indicates if the instructor feedback is shown as feedback."
"assessment","course_assessment","feedback_settings","varchar(255)","Pipe (|) separated list of enabled student feedback options.  List item are of the form -> state:feedbackOption1,feedbackOption2.  Possible states are: as(After Submission), ashr(After submission, then hide results) , osd(On Specific Date), add(After Due Date), aaed(After Availability End Date), aas(After Attempts are submitted),aag (After Attempts are graded).  Possible feedback options are: s(score), ua(useranswer), ca(correct), f(feedback), aa(allanswers), ia(incorrect)."
"assessment","course_assessment","randomize_questions_ind","char(1)","This boolean flag (Y/N) indicates if the questions are randomized for each test attempt."
"assessment","course_assessment","show_correct_ans_ind","char(1)","This column is deprecated and only used for legacy data. It has been replaced by the 'feedback_settings' column.  This boolean flag (Y/N) indicates if the correct answer is shown as feeddback."
"assessment","course_assessment","no_backtrack_ind","char(1)","This boolean flag (Y/N) indicates if the assessment prevents changing the answer to a question that has already been submitted when delivery_type_ind is set to Q."
"assessment","course_assessment","show_score_ind","char(1)","This column is deprecated and only used for legacy data.  It has been replaced by the 'feedback_settings' column.  This boolean flag (Y/N) indicates if the score is shown as feedback."
"assessment","course_assessment","password","nvarchar(100)","This is the unencrypted password if password_ind is set to true for the assessment."
"assessment","course_assessment","external_window_ind","char(1)","This boolean flag (Y/N) indicates if the test should be opened in a new window (Y) or not (N)"
"assessment","course_assessment","delivery_type_ind","char(1)","This is a flag indicates how the questions are delivered. A=All at once, Q=One question at a time."
"assessment","course_assessment","password_ind","char(1)","This is a boolean flag (Y/N) indicates if the assessment is password protected."
"assessment","course_assessment","time_limit","int","This is the assessment time limit for completion in minutes."
"assessment","course_assessment","show_inst_instructions_ind","char(1)","This boolean flag (Y/N) indicates whether the instructor provided instructions are displayed on the begin-test page before you actually start the test."
"assessment","course_assessment","show_user_ans_ind","char(1)","This column is deprecated and only used for legacy data. It has been replaced by the 'feedback_settings' column.  This boolean flag (Y/N) indicates if the submitted answer is shown as feedback."
"assessment","course_assessment","ipfilter_ind","char(1)","This boolean flag (Y/N) indicates whether this test deployment is restricted by IP address."
"assessment","course_assessment","timer_completion","char(1)","This is the enum value to show Continual (C) or Hardstop (H)"
"assessment","course_assessment","allow_late_submission_ind","char(1)","This boolean flag (Y/N) indicates whether late submissions are allowed."
"assessment","course_assessment","show_inst_description_ind","char(1)","This boolean flag (Y/N) indicates whether the instructor provided description is displayed on the begin-test page before you actually start the test."
"assessment","course_assessment","crsmain_pk1","id","This is a Foreign Key referencing course_main table."
"assessment","course_assessment","unlimited_attempts_ind","char(1)","This is a boolean flag (Y/N) indicates if the assessment can be attempted unlimited times when multiple_attempts_ind sets to true."
"assessment","course_assessment","pk1","id","This is the surrogate primary key for the table."
"assessment","course_assessment","qti_asi_data_pk1","id","This is a Foreign Key referencing qti_asi_data table."
"assessment","course_assessment","announcement_time","datetime","This is the date time when the latest announcement created for the assessment."
"assessment","course_assessment","multiple_attempts_ind","char(1)","This is a boolean flag (Y/N) indicates if the assessment can be attempted multiple times."
"assessment","item_category","qti_asi_data_pk1","id","This is a Foreign Key referencing qti_asi_data table."
"assessment","item_category","pk1","id","This is the surrogate primary key for the table."
"assessment","item_category","category_pk1","id","This is a Foreign Key referencing category table."
"assessment","qti_asi_data","bbmd_all_fullcredit_ind","char(1)","This flag indicates if this question (everywhere it is used - overrides bbmd_canvas_fullcrdt_ind if this is Y) should be graded at full marks all the time. Y==give full credit,N=grade normally.  Note that this feature is currently not implemented at the product level: This is a placeholder in the db for future use."
"assessment","qti_asi_data","crsmain_pk1","id","This is a Foreign Key referencing the pirmary key of course_main table."
"assessment","qti_asi_data","data","image","This is the QTI data for this question, section, or canvas."
"assessment","qti_asi_data","bbmd_date_modified","datetime","This is the date time when the question item was last modified."
"assessment","qti_asi_data","position","int","This is the position of where the item will be displayed on the UI."
"assessment","qti_asi_data","bbmd_asi_type","int","This is the qti asi type for this record. 1=Assessment, 2=Section, 3=Item"
"assessment","qti_asi_data","bbmd_orientationtype","char(1)","This indicates the orientation of multiple options if applicable to the current question type.  1=Vertical, 2=Horizontal"
"assessment","qti_asi_data","bbmd_extra_credit_pts","float","This is the number of extra credit points can be earned if bbmd_is_extracredit is true."
"assessment","qti_asi_data","bbmd_date_added","datetime","This is the date time when the question item was added to the assessment."
"assessment","qti_asi_data","description","nvarchar(100)","The description is used only for alignment reports and it will be populated only if the row has alignments."
"assessment","qti_asi_data","bbmd_is_extracredit","char(1)","This is the boolean flag (Y/N) that indicates if this question is for extra credit (Score is not included in the gradebook column's total score for the test)"
"assessment","qti_asi_data","parent_pk1","id","This is a Foreign Key self reference pk1 in this table."
"assessment","qti_asi_data","plirid","varchar(255)","This column is not used.  It was originally intended to be a globally unique identifier following the IMS Persistent Location-Independent Resource Identifier recommendation but is NOT USED"
"assessment","qti_asi_data","qmd_weighting","float","This is the number of points given per question within this set/block when this record represents a random block or question set (bbmd_sectiontype=3 or 4)"
"assessment","qti_asi_data","title","nvarchar(100)","This is the title of a question in the assessment."
"assessment","qti_asi_data","bbmd_negative_points_ind","char(1)","This is a flag to decide how negative points are handled: Y = yes and overall mark can go below 0.  N = No.  Q = only within the question so the net grade for the question cannot go below 0"
"assessment","qti_asi_data","bbmd_numbertype","char(1)","This is the type of numbering to display (only applicable when the question has numbered items).  1=None, 2=Arabic, 3=Roman, 4=Upper Case Letters, 5=Lower case letters"
"assessment","qti_asi_data","bbmd_partialcredit","char(1)","This is the boolean flag (Y/N) that indicates if this question may result in partial credit."
"assessment","qti_asi_data","bbmd_canvas_fullcrdt_ind","char(1)","This flag indicates if this question (on this canvas only - overrides any manual or automatic grade if this is Y) should be graded at full marks all the time. Y==give full credit,N=grade normally"
"assessment","qti_asi_data","bbmd_is_from_cartridge","char(1)","This is the boolean flag (Y/N) that indicates if this question item comes from a cartridge."
"assessment","qti_asi_data","pk1","id","This is the surrogate primary key for the table."
"assessment","qti_asi_data","bbmd_questiontype","int","This is the type of this record when bbmd_asi_type=3. 1=Multiple Choice, 2=True/False, 3=Multiple Anser, 4=Ordering, 5=Matching, 6=Fill In the Blank, 7=Essay Question, 8=Numeric, 9=Calculated, 10=FileUpload, 11=HotSpot, 12=FillintheBlankPlus, 13=Jumbled sentence, 14=Quiz Bowl, 15=LikeRT Scale, 16=Short Answer, 17=EitherOr"
"assessment","qti_asi_data","bbmd_assessmenttype","int","This is the assessment type for this record when bbmd_asi_type=1. 1=Test, 2=Quiz (Not used), 3=Survey, 4=Pool"
"assessment","qti_asi_data","bbmd_is_disabled","char(1)","Flag for a disabled question - N means question is not disabled, Y means it is disabled"
"assessment","qti_asi_data","bbmd_keywords","nvarchar(255)","This field is deprecated and should not be used."
"assessment","qti_asi_data","qmd_absolutescore_max","float","This is the score that can be earned on this question item."
"assessment","qti_asi_data","bbmd_sectiontype","char(1)","This is the type of this section then bbmd_asi_type=2. 1=Main Section, 2=Sub Section, 3=Random Block, 4=Question Block"
"assessment","qti_asi_data","objectbank_pk1","id","For random blocks (bbmd_sectiontype=3) this is the pk1 of the canvas (bbmd_asi_type=1) record for the first source pool for the block.  If there are multiple pools then they will all be recorded in the qti_block_mapping table"
"assessment","qti_block_mapping","pk1","id","This table really doesn't need a pk1 at all, but our framework dao code likes it when there is a pk1"
"assessment","qti_block_mapping","question_pk1","id","FK to qti_asi_data if for a question block, for each question in the block; if for a random block, for each referenced source pool in the block.  Deletion of the question (question block case) or pool (random block case) will fail due to this constraint because java code has to be used to remove the reference from the question blocks QTI xml"
"assessment","qti_block_mapping","question_block_pk1","id","FK to qti_asi_data for the question block or random block being dealt with.  When the question-block or random block qti is deleted, all matching rows in this table will be deleted through a cascade-delete constraint"
"assessment","qti_result_data","asi_title","nvarchar(255)","The title of the ASI object.  Can be null."
"assessment","qti_result_data","asi_plirid","varchar(255)","A string uniquely identifying the ASI object.  Can be null."
"assessment","qti_result_data","canvas_element_pk1","id","Used for Question Answers only; Element on the canvas responsible for the question being displayed, like a random block, or the question itself if directly owned by the assessment."
"assessment","qti_result_data","bbmd_date_added","datetime","When the attempt began."
"assessment","qti_result_data","position","int","The position within the list of questions in an assessment."
"assessment","qti_result_data","parent_pk1","id","Possible associations to other records within this table."
"assessment","qti_result_data","data","image","The data of the ASI object.  Can be null."
"assessment","qti_result_data","pk1","id","Primary Key of table."
"assessment","qti_result_data","qti_asi_data_pk1","id","The QTI ASI element for which this constitutes a result"
"assessment","qti_result_data","bbmd_grade","nvarchar(32)","The grade earned.  Null if ungraded."
"assessment","qti_result_data","bbmd_fullcredit_ind","char(1)","This flag indicates if this response should be graded at full marks all the time. Y==give full credit,N=grade normally.  This is denormalized data, set based on the state of the related bbmd_all_fullcredit_ind and bbmd_canvas_fullcrdt_ind flags on the related qti_asi_data rows."
"assessment","qti_result_data","bbmd_date_modified","datetime","When the attempt was completed."
"assessment","qti_result_data","bbmd_resulttype","int","The type of the result such as:  assessment, section, item, or summary."
"assessment","qti_upgrade_helper","section_pk1","id","A FK (not defined) to qti_result_data.pk1 representing a 'section' of responses"
"assessment","qti_upgrade_helper","assessment_pk1","id","A FK (not defined) to qti_asi_data.pk1 representing an assessment canvas"
"assessment","user_test_option","ipfilter_ind","char(1)","This boolean flag (Y/N) indicates whether this test deployment is restricted by IP address."
"assessment","user_test_option","course_assessment_pk1","id","This is a Foreign Key referencing course_assessment table."
"assessment","user_test_option","multiple_attempts_ind","char(1)","This boolean flag (Y/N) indicates if the assessment can be attempted multiple times."
"assessment","user_test_option","time_limit","int","This is the assessment time limit for completion in minutes."
"assessment","user_test_option","timer_completion","char(1)","This is the enum value to show Continual (C) or Hardstop (H)."
"assessment","user_test_option","force_completion_ind","char(1)","This boolean flag (Y/N) indicates if the assessment must be completed the first time it is launched."
"assessment","user_test_option","pk1","id","This is the surrogate primary key for the table."
"assessment","user_test_option","attempt_count","int","This is the number of attempts allowed when multiple_attempts_ind is set to Y and unlimited_attempts_ind to N."
"assessment","user_test_option","course_users_pk1","id","This is a Foreign Key referencing course_users table. Null if the test_option is for a group."
"assessment","user_test_option","unlimited_attempts_ind","char(1)","This boolean flag (Y/N) indicates if the assessment can be attempted unlimited times when multiple_attempts_ind sets to Y. N when multiple_attempts_ind is set to Y would indicate that the assessment is allowed for multiple attempts for the number of times set by attempt_count."
"assessment","user_test_option","groups_pk1","id","This is a Foreign Key referencing groups table. Null if the test_option is for a user."
"blog","blog_comment","anonymous_ind","char(1)","This is a boolean flag (Y/N) that indicates if this comment is posted anonymous."
"blog","blog_comment","creator_user_id","id","This is a Foreign Key referencing users table. This is the user who posted the comment."
"blog","blog_comment","blog_entry_pk1","id","This is a Foreign Key referencing blog_entry table."
"blog","blog_comment","pk1","id","This is the surrogate primary key for the table."
"blog","blog_comment","creation_date","timestamp","This is date time when the comment was created."
"blog","blog_comment","description","ntext","This is the description of the comment which is the body of the comment."
"blog","blog_entry","pk1","id","This is the surrogate primary key for the table."
"blog","blog_entry","status","int","This is the status of the blog entry. 1=Draft, 2=Posted"
"blog","blog_entry","comment_modified_date","timestamp","This is the date time when the newest comment to the blog entry is modified."
"blog","blog_entry","creator_user_id","id","This is a Foreign Key referencing course_users table. It is the course membership id of the user who created the blog entry. The column is set to null when the course membership is deleted."
"blog","blog_entry","text_format_type","char(1)","This is the format of the blog text. P=Plain text, H=HTML, S=Smart Text, X=Default"
"blog","blog_entry","anonymous_ind","char(1)","This is a boolean flag (Y/N) that indicates if this blog entry is posted as anonymous."
"blog","blog_entry","description","ntext","This is the description of the blog entry which is the body of the blog."
"blog","blog_entry","creation_date","datetime","This is the date time when the blog entry was first created."
"blog","blog_entry","comment_added_date","datetime","This is the date time when the newest comment to the blog entry is posted."
"blog","blog_entry","blog_pk1","id","This is a Foreign Key referencing blogs table."
"blog","blog_entry","update_date","timestamp","This is the date time when the blog entry was last modified."
"blog","blog_entry","title","nvarchar(255)","This is the title of blog entry."
"blog","blog_entry_files","files_pk1","id","This is a Foreign Key referencing files table."
"blog","blog_entry_files","pk1","id","This is the surrogate primary key for the table."
"blog","blog_entry_files","blog_entry_pk1","id","This is a Foreign Key referencing blog_entry table."
"blog","blog_entry_user_status","entry_last_seen_date","timestamp","This is the creation date time of the last blog entry the user posted, or if comment_last_seen_date is populated, it's the creation date time of the blog entry the comment is made to."
"blog","blog_entry_user_status","pk1","id","This is the surrogate primary key for the table."
"blog","blog_entry_user_status","blog_entry_pk1","id","This is a Foreign Key referencing blog_entry table."
"blog","blog_entry_user_status","course_users_pk1","id","This is a Foreign Key referencing users table. It is the user who posted the blog entry or the comment."
"blog","blog_entry_user_status","comment_last_seen_date","timestamp","This is the date time of the last time the user posted a comment to a blog entry."
"blog","blog_stream_event","event_title","nvarchar(333)","Title for the stream event"
"blog","blog_stream_event","blog_entry_pk1","id","This is a foreign key referencing the primary key of the blog_entry table.  One and only one of blog_pk1, blog_comment_pk1 or blog_entry_pk1 should be specified.  Is set to NULL if the associated entry is deleted.  If all 3 are NULL the row should be ignored"
"blog","blog_stream_event","event_text","nvarchar(333)","Text specific to this event - not the stream text directly, but the dynamic text to substitute into an event-appropriate message when rendering the stream."
"blog","blog_stream_event","crsmain_pk1","id","FK to course_main for the course in which the event occurs.  Will be set to NULL if the course was deleted."
"blog","blog_stream_event","pk1","id","This is the surrogate primary key for the table."
"blog","blog_stream_event","event_date","datetime","Date and time the event occurred."
"blog","blog_stream_event","creator_course_users_pk1","id","FK to course_users.pk1 for the course membership of the user who is the original author of the blog entry.  This column will be set to NULL if the membership was deleted or the blog entry is set as anonymous."
"blog","blog_stream_event","course_contents_pk1","id","FK to course_contents.pk1 if the event pertains to a course contents item.  This will be NULL if the event does not have a course_contents.pk1 or if the course content was deleted."
"blog","blog_stream_event","actee_pk1","id","FK to users.pk1 for the person the action was done against - i.e. a comment on a blog entry would set the post-author in actee_pk1.  This will be NULL if the stream event is not in response to a particular user or if the user was deleted."
"blog","blog_stream_event","blog_pk1","id","This is a foreign key referencing the primary key of the blogs table.  One and only one of blog_pk1, blog_comment_pk1 or blog_entry_pk1 should be specified.  If all 3 are NULL the row should be ignored"
"blog","blog_stream_event","event_modified_date","datetime","Date and time the event was modified (only set in response to a cascade setnull trigger - see FKs below)."
"blog","blog_stream_event","group_pk1","id","FK to groups for the group in which the event occurs.  This will be NULL for non group blogs/journals or if the group was deleted."
"blog","blog_stream_event","actor_pk1","id","FK to users.pk1 for the person doing the action - i.e. a comment on a blog would set the commenter in actor_pk1.  This column will be set to NULL if the user was deleted in which case this row should be ignored."
"blog","blog_stream_event","journal_ind","char(1)","This is a boolean flag (Y/N) that indicates if this is a blog or a journal (Y== Journal))"
"blog","blog_stream_event","event_type","varchar(2)","The type of event such as:  entry, edit or comment post."
"blog","blog_stream_event","blog_comment_pk1","id","This is a foreign key referencing the primary key of the blog_comment table.  One and only one of blog_pk1, blog_comment_pk1 or blog_entry_pk1 should be specified.  Is set to NULL if the associated blog comment is deleted.  If all 3 are NULL the row should be ignored"
"blog","blogs","crsmain_pk1","id","This is a Foreign Key referencing course_main table."
"blog","blogs","allow_mod_comments","char(1)","This is a boolean flag (Y/N) that indicates if users are allowed to delete comments."
"blog","blogs","available_ind","char(1)","This is a boolean flag (Y/N) that indicates the blog's availability."
"blog","blogs","start_date","datetime","This is the date time when the blog begins to be available."
"blog","blogs","grade_handle","varchar(255)","The gradeHandle associated with this Blog."
"blog","blogs","description","ntext","This is the description of the blog."
"blog","blogs","viewable_by_all","char(1)","This is a boolean flag (Y/N) that indicates if users are allowed to delete comments."
"blog","blogs","update_date","timestamp","This is the date time that the blog record was last saved."
"blog","blogs","groups_pk1","id","This is a Foreign Key referencing groups table."
"blog","blogs","allow_grading","char(1)","Flag indicating whether grading is turned on or not."
"blog","blogs","journal_ind","char(1)","This is a boolean flag (Y/N) that indicates if this is a blog or a journal (Y== Journal))"
"blog","blogs","allow_anonymous_ind","char(1)","This is a boolean flag (Y/N) that indicates if anonymous comments are allowed."
"blog","blogs","entry_modified_date","timestamp","This is the date time that the blog record was last modified."
"blog","blogs","pk1","id","This is the surrogate primary key for the table."
"blog","blogs","index_type","char(1)","This is what time frame the indexing will organize entries by. M=Monthly, W=Weekly."
"blog","blogs","group_attempt_pk1","id","Foreign Key references the group-attempt table.  Indicates a group's blog post attempt."
"blog","blogs","text_format_type","char(1)","This is the format of the blog. P=Plain text, H=HTML, S=Smart Text, X=Default"
"blog","blogs","end_date","datetime","This is the date time when the blog stops to be available."
"blog","blogs","title","nvarchar(333)","This is the title of the blog."
"blog","blogs","comment_modified_date","datetime","This is the date time that the a comment was last added to an entry within this blog."
"blog","blogs","allow_mod_entry","char(1)","This is a boolean flag (Y/N) that indicates if modify or delete blog entries are allowed."
"blog","blogs","type","char(1)","This is the type of the blog. I=Individual, C=Course, G=Group."
"blti","blti_domain_config","splash_ind","char(1)","This is a boolean flag (Y/N) that indicates whether a Splash Screen will be shown before launching a Basic LTI link."
"blti","blti_domain_config","pk1","id","This is the surrogate primary key for the table."
"blti","blti_domain_config","lti_type","char(1)","Indicates which type(s) of LTI are associated with this config record."
"blti","blti_domain_config","splash_msg_type","char(1)","This is the format of the splash_msg."
"blti","blti_domain_config","config_status","char(1)","This determines whether the domain set is (A)pproved, (E)xcluded, or (N)eeding approval."
"blti","blti_domain_config","user_email_ind","char(1)","This is a boolean flag (Y/N) that indicates whether the user's email address can be sent to the Tool Provider."
"blti","blti_domain_config","user_role_ind","char(1)","This is a boolean flag (Y/N) that indicates whether the user's role information can be sent to the Tool Provider."
"blti","blti_domain_config","user_name_ind","char(1)","This is a boolean flag (Y/N) that indicates whether the user's name can be sent to the Tool Provider."
"blti","blti_domain_config","batch_uid_ind","char(1)","This is a boolean flag (Y/N) that indicates whether the course/user batch uid will be sent to the Tool Provider."
"blti","blti_domain_config","uuid_ind","char(1)","This is a boolean flag (Y/N) that indicates whether the course/user uuid will be sent to the Tool Provider.  Note: a Y here overrides a Y in batch_uid_ind"
